song,days_on_chart,avg_rank,best_rank,worst_rank,rank_volatility,avg_popularity,duration_min,days_norm,rank_norm,volatility_norm,best_rank_norm,performance_score
Down Bad,49,19.79591836734694,2,42,14.209708523630265,87.0,4.3538,0.0914179104477612,0.8020408163265306,0.5215342259169883,0.98,0.560863976962701
Is It Over Now? (Taylor's Version) (From The Vault),89,24.39325842696629,1,50,17.8749558025697,91.75280898876404,3.8246166666666666,0.166044776119403,0.7560674157303371,0.398118930409197,0.99,0.5605511601883287
The Christmas Song (Merry Christmas To You),34,19.852941176470587,10,35,6.74259348062152,81.61764705882354,3.1962661764705884,0.06343283582089553,0.8014705882352942,0.7729650679556341,0.9,0.5600127052152298
MONACO,66,22.333333333333332,1,50,15.9675953907939,94.13636363636364,4.453233333333333,0.12313432835820895,0.7766666666666666,0.46234309618697966,0.99,0.5591646578774044
Gata Only,113,31.02654867256637,13,50,8.941736185870116,96.22123893805309,3.7,0.21082089552238806,0.6897345132743362,0.6989160813042907,0.87,0.5590860012092825
Sparks Fly (Taylor’s Version),7,14.714285714285714,3,36,11.338934190276817,75.14285714285714,4.353833333333333,0.013059701492537313,0.8528571428571429,0.6181982258393937,0.97,0.5588907181063274
La Víctima,74,24.864864864864863,14,49,7.375123540779656,94.93243243243244,2.60575,0.13805970149253732,0.7513513513513513,0.7516666729631507,0.86,0.5584605357916761
Sleigh Ride,34,19.38235294117647,9,36,8.323077467999706,79.94117647058823,3.0211,0.06343283582089553,0.8061764705882353,0.7197474039064975,0.91,0.5583379976338456
get him back!,34,17.147058823529413,3,44,14.2214783209341,90.3529411764706,3.5190166666666665,0.06343283582089553,0.8285294117647058,0.5211379162271439,0.97,0.5583005782776749
Last Christmas - Single Version,63,19.666666666666668,4,50,16.65203658957802,79.76190476190476,4.432666666666667,0.11753731343283583,0.8033333333333333,0.43929676223537484,0.96,0.5582344025916968
euphoria,63,22.53968253968254,1,50,15.534379559051924,88.36507936507937,6.393983333333333,0.11753731343283583,0.7746031746031746,0.47693023201279494,0.99,0.5579421940138831
MERCEDES CAROTA,2,17.0,17,17,0.0,39.5,3.37725,0.0037313432835820895,0.83,1.0,0.83,0.5578059701492537
Ain't No Love In Oklahoma (From Twisters: The Album),121,31.214876033057852,15,50,9.54917676344428,83.65289256198348,3.515833333333333,0.22574626865671643,0.6878512396694214,0.6784624931342639,0.85,0.5576053772275746
28,100,27.57,10,50,12.255079342744775,84.87,3.8888833333333332,0.1865671641791045,0.7242999999999999,0.5873500139412376,0.9,0.5575385088568103
Love Somebody,39,21.05128205128205,1,50,12.571791142220617,83.53846153846153,3.4138,0.07276119402985075,0.7894871794871795,0.5766857729368966,0.99,0.5574555080246502
ONE CALL,81,24.839506172839506,13,50,9.674007429865167,85.69135802469135,2.0233166666666667,0.15111940298507462,0.7516049382716049,0.6742592259568236,0.87,0.5573794420355201
gloria (feat. sza),1,17.0,17,17,0.0,26.0,4.792033333333333,0.0018656716417910447,0.83,1.0,0.83,0.5571529850746268
Take Two,1,17.0,17,17,0.0,83.0,3.83255,0.0018656716417910447,0.83,1.0,0.83,0.5571529850746268
Cars Bring Me Out (feat. Future),1,17.0,17,17,0.0,71.0,3.382216666666667,0.0018656716417910447,0.83,1.0,0.83,0.5571529850746268
K-POP,33,18.90909090909091,2,48,13.172802559543936,87.18181818181819,3.087,0.061567164179104475,0.8109090909090909,0.5564486658530939,0.98,0.5570115558661778
all-american bitch,27,17.703703703703702,4,38,12.076088308384833,88.48148148148148,2.7638833333333332,0.05037313432835821,0.822962962962963,0.593376955568262,0.96,0.5570053296087886
Virginia Beach,28,19.071428571428573,2,47,12.11955435994236,82.60714285714286,4.1849,0.05223880597014925,0.8092857142857143,0.5919133774821794,0.98,0.5567249198377702
TQM,68,25.029411764705884,8,46,10.130448544290438,92.58823529411765,2.6494166666666668,0.12686567164179105,0.7497058823529412,0.6588900541843259,0.92,0.5566890493165889
Stand By Me (feat. Morgan Wallen),31,19.516129032258064,3,50,11.729935969538042,84.87096774193549,3.6528833333333335,0.05783582089552239,0.8048387096774193,0.605032511097888,0.97,0.5564393368103184
Anti-Hero,120,32.208333333333336,12,50,10.487203753958,93.90833333333333,3.3448333333333333,0.22388059701492538,0.6779166666666667,0.6468774814233944,0.88,0.5563167904308968
You Broke My Heart,7,16.0,2,35,11.40175425099138,66.28571428571429,3.84515,0.013059701492537313,0.84,0.6160829643667357,0.98,0.5561791919590616
TALKING,6,15.5,6,32,9.50263121456368,70.16666666666667,3.0851666666666673,0.011194029850746268,0.845,0.6800297632889079,0.94,0.5556708867766519
Good Graces,67,24.19402985074627,6,48,12.30574983366688,87.29850746268657,3.08775,0.125,0.7580597014925373,0.5856438497632819,0.94,0.5556352804987162
My Boy Only Breaks His Favorite Toys,29,18.93103448275862,7,48,10.053183697866771,84.51724137931035,3.3966833333333333,0.054104477611940295,0.8106896551724139,0.6614916968916359,0.9299999999999999,0.5548271161636875
Feliz Navidad,34,20.38235294117647,8,40,9.085501957022064,84.82352941176471,3.0344333333333333,0.06343283582089553,0.7961764705882353,0.6940752359860023,0.92,0.554270780841796
Rah Tah Tah,25,18.68,2,41,12.690941651429968,85.76,2.756866666666667,0.04664179104477612,0.8132,0.5726737666014794,0.98,0.5542120035258196
Igual Que Un Ángel (with Peso Pluma),35,18.02857142857143,6,49,12.989782668755957,91.77142857142857,4.3395,0.06529850746268656,0.8197142857142857,0.5626112661325321,0.94,0.5540156042251935
Mine (Taylor's Version),8,14.125,1,47,14.826978306933807,77.75,3.8617666666666666,0.014925373134328358,0.85875,0.5007496711743462,0.99,0.5538613477144496
Wrong Ones (Feat. Tim McGraw),7,18.285714285714285,9,26,5.707138387268052,69.42857142857143,3.2637,0.013059701492537313,0.8171428571428572,0.8078306545329859,0.91,0.5533539609756867
CHIHIRO,56,21.767857142857142,5,50,14.13698061041398,91.48214285714286,5.057333333333333,0.1044776119402985,0.7823214285714286,0.5239831021368351,0.95,0.552777974392788
Santa Tell Me,37,18.89189189189189,7,47,12.317069871126419,91.75675675675676,3.40155,0.06902985074626866,0.8110810810810811,0.5852626842751425,0.9299999999999999,0.5525650945670867
Cupid - Twin Ver.,71,25.746478873239436,7,50,11.819739312884495,98.19718309859155,2.9042166666666667,0.13246268656716417,0.7425352112676056,0.6020086752381976,0.9299999999999999,0.5524501317659891
Cinderella,27,20.666666666666668,7,34,8.651367166301165,84.48148148148148,2.8306666666666667,0.05037313432835821,0.7933333333333333,0.7086933147701809,0.9299999999999999,0.5521665951586101
Hey Driver (feat. The War and Treaty),55,22.472727272727273,3,50,14.594334955543976,84.56363636363636,3.7911,0.10261194029850747,0.7752727272727273,0.5085831802869991,0.97,0.5521179516786321
Are You Gone Already,1,18.0,18,18,0.0,72.0,4.514333333333333,0.0018656716417910447,0.8200000000000001,1.0,0.8200000000000001,0.5516529850746269
Beer For My Horses,1,18.0,18,18,0.0,74.0,3.4,0.0018656716417910447,0.8200000000000001,1.0,0.8200000000000001,0.5516529850746269
Underneath the Tree,34,20.294117647058822,10,41,8.778518587540859,83.05882352941177,3.8273333333333333,0.06343283582089553,0.7970588235294118,0.704411903713224,0.9,0.5516132711439301
SKITZO,3,17.333333333333332,14,21,3.5118845842842465,54.333333333333336,6.109866666666666,0.005597014925373134,0.8266666666666667,0.8817486950337196,0.86,0.5514671580605859
What Would Pluto Do,7,18.285714285714285,14,24,3.3022358947782497,66.0,3.0499666666666667,0.013059701492537313,0.8171428571428572,0.8888079336059368,0.86,0.5514516888829817
7 Minute Drill,7,16.571428571428573,3,33,11.674147261608203,78.85714285714286,3.5368833333333334,0.013059701492537313,0.8342857142857143,0.6069110146069749,0.97,0.5512619969830855
Suburban Legends (Taylor's Version) (From The Vault),14,15.857142857142858,5,45,12.799381853205874,80.5,2.8636333333333335,0.026119402985074626,0.8414285714285714,0.5690223950762898,0.95,0.5505440305524051
Margaritaville,3,13.666666666666666,6,28,12.423096769056148,72.66666666666667,4.182216666666666,0.005597014925373134,0.8633333333333333,0.5816925729173195,0.94,0.5502948791822793
Amen (feat. Teezo Touchdown),7,17.714285714285715,7,33,8.440266301373152,67.14285714285714,2.3535333333333335,0.013059701492537313,0.8228571428571428,0.7158014506323211,0.9299999999999999,0.5501510405856201
I Gotta,3,16.333333333333332,9,25,8.082903768654761,76.33333333333333,2.8837500000000005,0.005597014925373134,0.8366666666666667,0.7278344730240913,0.91,0.5495757358596232
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),7,15.571428571428571,10,35,9.089502055616007,73.57142857142857,5.1010333333333335,0.013059701492537313,0.8442857142857143,0.6939405456602313,0.9,0.5494649500884111
ballad of a homeschooled girl,14,18.571428571428573,10,32,7.418420791042189,85.14285714285714,3.389483333333333,0.026119402985074626,0.8142857142857143,0.7502087787123236,0.9,0.5491626689160085
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",28,18.357142857142858,5,46,13.34503454809867,88.10714285714286,3.862433333333333,0.05223880597014925,0.8164285714285714,0.5506493131366988,0.95,0.549098513403222
Area Codes,53,22.18867924528302,12,50,10.14710380008765,88.58490566037736,2.3220833333333335,0.09888059701492537,0.7781132075471698,0.6583292425502016,0.88,0.5487807558517535
DELRESTO (ECHOES) (feat. Beyoncé),5,18.4,16,21,2.4083189157584592,87.4,4.56895,0.009328358208955223,0.8160000000000001,0.918907683971779,0.84,0.5487556937703123
Florida!!! (feat. Florence + The Machine),28,20.357142857142858,8,39,9.851543536568778,84.17857142857143,3.59105,0.05223880597014925,0.7964285714285715,0.6682812742922721,0.92,0.5478617095187794
CIRCUS MAXIMUS,3,17.666666666666668,12,23,5.507570547286101,54.333333333333336,4.314033333333334,0.005597014925373134,0.8233333333333334,0.8145504532452711,0.88,0.5475806672150744
"So Long, London",35,19.4,4,50,14.783138248375689,84.97142857142858,4.3829,0.06529850746268656,0.806,0.5022258427312062,0.96,0.547177061885061
LOS PITS,2,19.0,19,19,0.0,39.5,4.18085,0.0037313432835820895,0.81,1.0,0.81,0.5468059701492537
Attention,14,18.785714285714285,3,38,12.128660091056869,83.78571428571429,4.617383333333334,0.026119402985074626,0.8121428571428572,0.5916067715670019,0.97,0.5465524682014763
Fever,1,19.0,19,19,0.0,69.0,2.3773333333333335,0.0018656716417910447,0.81,1.0,0.81,0.5461529850746268
How Do You Like Me Now?!,1,19.0,19,19,0.0,72.0,3.4844333333333335,0.0018656716417910447,0.81,1.0,0.81,0.5461529850746268
Barbie Dangerous,1,19.0,19,19,0.0,71.0,2.2133166666666666,0.0018656716417910447,0.81,1.0,0.81,0.5461529850746268
Tu Boda,39,23.58974358974359,11,41,7.704127221711301,91.33333333333333,3.764666666666667,0.07276119402985075,0.764102564102564,0.7405885427811458,0.89,0.5449611696244597
BURN,26,22.115384615384617,6,48,9.803374615210512,80.23076923076923,1.8576333333333332,0.048507462686567165,0.7788461538461539,0.6699032062415518,0.94,0.5445640864106075
But Daddy I Love Him,33,21.181818181818183,5,49,12.763361982287783,83.66666666666667,5.6738,0.061567164179104475,0.7881818181818182,0.5702352472183683,0.95,0.5444356685481597
Forever,7,19.857142857142858,3,28,10.399175791516226,79.42857142857143,4.47255,0.013059701492537313,0.8014285714285714,0.6498415370984711,0.97,0.5440550492322351
Say Don't Go (Taylor's Version) (From The Vault),23,18.304347826086957,4,49,14.858223259157613,85.34782608695652,4.663883333333334,0.04291044776119403,0.8169565217391305,0.4996975989079031,0.96,0.5429231992159038
Bahamas Promises,7,20.142857142857142,10,30,6.283008075451637,66.0,3.06815,0.013059701492537313,0.7985714285714286,0.7884401135046814,0.9,0.5429149068728562
Feather,121,34.6198347107438,19,50,8.026265422917337,90.55371900826447,3.0925333333333334,0.22574626865671643,0.653801652892562,0.7297415853262875,0.81,0.5428159310748762
Family Matters,15,18.066666666666666,5,49,13.019033685156442,85.46666666666667,7.61555,0.027985074626865673,0.8193333333333334,0.5616263331776091,0.95,0.5427240761038306
Big Foot,2,16.5,10,23,9.192388155425117,73.5,4.371133333333334,0.0037313432835820895,0.835,0.6904761904761905,0.9,0.5426035891968727
Whatever She Wants [BONUS],10,20.9,17,24,2.0789954839350226,62.7,2.689033333333333,0.018656716417910446,0.791,0.9299965807263494,0.83,0.5423795088189036
DO IT,5,18.6,11,29,7.092249290598858,54.4,3.75,0.009328358208955223,0.814,0.7611915444167651,0.89,0.5422840798148109
QLONA,85,28.4,14,50,10.666145820617055,89.44705882352942,2.87995,0.15858208955223882,0.716,0.6408521886246251,0.86,0.5421889502057461
Noid,26,19.923076923076923,3,50,14.59841930326178,81.92307692307692,4.750056410256411,0.048507462686567165,0.8007692307692308,0.5084456531456667,0.97,0.5420914080240959
logical,14,19.142857142857142,9,35,9.614549414276285,85.14285714285714,3.8651166666666668,0.026119402985074626,0.8085714285714286,0.6762612814815281,0.91,0.541767919192929
GOD'S COUNTRY,8,20.875,11,27,5.514591035218685,75.375,2.133183333333333,0.014925373134328358,0.79125,0.8143140611203011,0.89,0.5415927867090451
Who’s Afraid of Little Old Me?,41,21.70731707317073,7,49,13.509707440279792,83.48780487804878,5.568066666666667,0.07649253731343283,0.7829268292682927,0.5451044884348477,0.9299999999999999,0.5413072271470887
Breathe,38,23.210526315789473,14,39,7.2714097474633475,83.86842105263158,2.84745,0.0708955223880597,0.7678947368421053,0.7551588980372717,0.86,0.5410924805342848
White Christmas - 1947 Version,56,25.285714285714285,11,48,10.494525474506457,82.82142857142857,2.9580000000000006,0.1044776119402985,0.7471428571428571,0.6466309462686435,0.89,0.5407302588059688
Meteor Man,1,20.0,20,20,0.0,66.0,3.7928166666666665,0.0018656716417910447,0.8,1.0,0.8,0.5406529850746269
Una Velita,1,20.0,20,20,0.0,72.0,3.9997666666666665,0.0018656716417910447,0.8,1.0,0.8,0.5406529850746269
That Fiya,1,20.0,20,20,0.0,72.0,2.5805333333333333,0.0018656716417910447,0.8,1.0,0.8,0.5406529850746269
Oh U Went (feat. Drake),8,17.375,3,49,14.201986782539567,80.375,3.0888833333333334,0.014925373134328358,0.82625,0.5217942304640264,0.97,0.5405908036434176
Super Shy,51,25.54901960784314,9,50,10.551424028045119,91.54901960784314,2.5777666666666668,0.09514925373134328,0.7445098039215686,0.6447150723140296,0.91,0.5403521774099221
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),18,21.666666666666668,15,32,4.715431487960253,95.83333333333333,3.5910999999999995,0.033582089552238806,0.7833333333333333,0.8412231627925111,0.85,0.5400427142892014
Better Than Revenge (Taylor's Version),7,17.857142857142858,5,41,12.562226069034255,74.71428571428571,3.6717666666666666,0.013059701492537313,0.8214285714285714,0.5770078457041643,0.95,0.5397716800928044
"Peso Pluma: Bzrp Music Sessions, Vol. 55",46,23.456521739130434,3,48,15.676885350716734,95.43478260869566,3.13935,0.08582089552238806,0.7654347826086957,0.4721318124106738,0.97,0.5391526685869468
Guy For That (Feat. Luke Combs),31,23.0,7,43,11.195237082497774,76.83870967741936,2.733516666666666,0.05783582089552239,0.77,0.6230367591416535,0.9299999999999999,0.5380462132275982
TIL FURTHER NOTICE,3,20.333333333333332,18,22,2.081665999466133,53.666666666666664,5.2472666666666665,0.005597014925373134,0.7966666666666666,0.9299066597910488,0.8200000000000001,0.5377829545363189
The Tortured Poets Department,28,22.857142857142858,5,45,12.176827676990927,84.96428571428571,4.884133333333334,0.05223880597014925,0.7714285714285715,0.5899848845837943,0.95,0.5372820705479316
"Spooky, Scary Skeletons - Undead Tombstone Remix",2,17.5,11,24,9.192388155425117,77.0,2.0937333333333332,0.0037313432835820895,0.825,0.6904761904761905,0.89,0.5371035891968727
Flowers,76,29.157894736842106,14,48,9.758487084350657,91.13157894736842,3.3433333333333333,0.1417910447761194,0.708421052631579,0.6714146480254433,0.86,0.5367156988952387
Juno,87,32.11494252873563,11,49,10.618572241603244,86.42528735632185,3.719866666666667,0.1623134328358209,0.6788505747126437,0.6424540743544336,0.89,0.536652810077406
"One Of The Girls (with JENNIE, Lily Rose Depp)",94,32.638297872340424,15,50,9.082478776607317,89.53191489361703,4.0780666666666665,0.17537313432835822,0.6736170212765957,0.6941770317656223,0.85,0.5365642576382961
the boy is mine,23,20.043478260869566,4,47,14.977189507167118,87.3913043478261,2.8939833333333334,0.04291044776119403,0.7995652173913044,0.49569179696981547,0.96,0.5364356625003559
"Courtesy Of The Red, White And Blue (The Angry American)",7,19.857142857142858,10,32,8.802056036869482,74.42857142857143,3.2588833333333334,0.013059701492537313,0.8014285714285714,0.7036193565688382,0.9,0.5354328311792719
September,3,19.666666666666668,12,26,7.094598884597588,83.33333333333333,3.6003666666666665,0.005597014925373134,0.8033333333333333,0.761112429471549,0.88,0.5352368648377022
Wick Man,1,21.0,21,21,0.0,0.0,3.0238,0.0018656716417910447,0.79,1.0,0.79,0.5351529850746268
Guilty Conscience 2,1,21.0,21,21,0.0,71.0,5.425516666666667,0.0018656716417910447,0.79,1.0,0.79,0.5351529850746268
Scared To Start,127,38.976377952755904,13,50,10.540522386176036,89.14173228346456,2.6606,0.23694029850746268,0.610236220472441,0.6450821496898245,0.87,0.5350199966119487
Tried Our Best,7,21.428571428571427,12,31,6.1062029351892875,66.0,3.4998333333333327,0.013059701492537313,0.7857142857142857,0.7943934522488787,0.88,0.5350102407472759
Habits,6,20.0,5,38,11.64474130240771,79.66666666666667,4.973066666666667,0.011194029850746268,0.8,0.6079011647573542,0.95,0.5347080269234966
love is embarrassing,14,20.785714285714285,12,33,8.29437781251272,84.92857142857143,2.575266666666667,0.026119402985074626,0.7921428571428571,0.7207137715737626,0.88,0.5344631682021523
Firework,3,20.0,18,24,3.4641016151377544,73.66666666666667,3.798216666666667,0.005597014925373134,0.8,0.8833576312960392,0.8200000000000001,0.5342947183534845
Northern Attitude (with Hozier),8,21.75,2,44,12.186057606953941,71.625,4.454266666666666,0.014925373134328358,0.7825,0.5896740966758551,0.98,0.5340662902646005
Foolish One (Taylor’s Version) (From The Vault),7,19.0,13,37,8.34665601703261,72.85714285714286,5.196083333333333,0.013059701492537313,0.81,0.718953472863083,0.87,0.5339662428086963
TELEKINESIS (feat. SZA & Future),67,28.611940298507463,10,47,11.82697894758779,90.56716417910448,5.8959,0.125,0.7138805970149253,0.6017649040576255,0.9,0.5337846993609864
Hits Different,12,21.25,2,44,13.605647223253893,83.75,3.907766666666667,0.022388059701492536,0.7875,0.5418740279050119,0.98,0.5336482236860235
Push Ups,28,21.214285714285715,11,49,11.67890514546742,88.35714285714286,3.879566666666667,0.05223880597014925,0.7878571428571428,0.6067508083240727,0.89,0.5327086629219594
Search & Rescue,84,31.0,11,50,12.55445967898759,90.16666666666667,4.5352,0.15671641791044777,0.69,0.5772693536597518,0.89,0.5320776816346319
II MOST WANTED,14,20.642857142857142,4,45,13.95380920067317,67.28571428571429,3.47535,0.026119402985074626,0.7935714285714286,0.5301508043247982,0.96,0.5319068714772559
Holly Jolly Christmas,34,23.91176470588235,15,44,7.959624047231254,80.11764705882354,1.9964333333333333,0.06343283582089553,0.7608823529411765,0.7319855171670127,0.85,0.5317088677834265
n.h.i.e.,14,21.285714285714285,6,38,12.356428233163443,84.92857142857143,2.3953,0.026119402985074626,0.7871428571428571,0.5839374192897724,0.94,0.5310355329737534
Ice Attack,6,21.833333333333332,8,35,9.17423929634859,67.33333333333333,3.320883333333333,0.011194029850746268,0.7816666666666667,0.6910872943487529,0.92,0.5306099732159699
CYBERTRUCK,5,19.8,7,29,11.713240371477058,65.8,3.199316666666667,0.009328358208955223,0.802,0.6055946811266922,0.9299999999999999,0.5305243934858036
VUELVE CANDY B,2,22.0,22,22,0.0,39.0,4.436183333333333,0.0037313432835820895,0.78,1.0,0.78,0.5303059701492537
the grudge,22,20.727272727272727,6,48,14.765409442928293,86.72727272727273,3.1564333333333328,0.041044776119402986,0.7927272727272727,0.5028228026623581,0.94,0.5301024973625723
All Alone,1,22.0,22,22,0.0,72.0,3.7103,0.0018656716417910447,0.78,1.0,0.78,0.5296529850746269
SIRENS,9,20.88888888888889,9,46,10.469532516359608,77.0,3.40745,0.016791044776119403,0.7911111111111111,0.647472502944241,0.91,0.5295130048549548
East Side of Sorrow,22,23.636363636363637,3,45,13.89945341352692,80.68181818181819,3.4886666666666666,0.041044776119402986,0.7636363636363637,0.5319810588813623,0.97,0.5288365048026545
Dial Drunk,24,24.125,3,43,13.879332461081024,82.70833333333333,3.563616666666667,0.04477611940298507,0.75875,0.5326585665917636,0.97,0.5284999984502211
Big Dawgs,59,28.16949152542373,13,49,10.648219119958561,89.77966101694915,3.177766666666667,0.11007462686567164,0.7183050847457627,0.6414558120341451,0.87,0.5280784802674166
Guilty as Sin?,39,24.564102564102566,10,49,12.516925113820617,82.87179487179488,4.239416666666667,0.07276119402985075,0.7543589743589744,0.5785332082101544,0.9,0.5273453797571043
Pour Me A Drink (Feat. Blake Shelton),35,24.914285714285715,9,45,12.071774148501824,77.82857142857142,3.2520333333333333,0.06529850746268656,0.7508571428571429,0.5935222208877096,0.91,0.5270066997007113
HIBIKI,7,20.857142857142858,5,40,13.458932243787292,73.71428571428571,3.4666666666666663,0.013059701492537313,0.7914285714285714,0.546814178232749,0.95,0.5262523133456629
El Azul,70,30.84285714285714,21,46,5.867216001008015,94.92857142857143,3.120416666666667,0.13059701492537312,0.6915714285714285,0.8024405609048102,0.79,0.5260030113143617
Dear John (Taylor's Version),7,19.857142857142858,6,44,13.993195625357485,74.57142857142857,6.7650999999999994,0.013059701492537313,0.8014285714285714,0.5288245944209424,0.94,0.5259533549644823
MODERN JAM (feat. Teezo Touchdown),6,20.666666666666668,15,36,7.633260552782582,88.16666666666667,4.256866666666666,0.011194029850746268,0.7933333333333333,0.7429747476458887,0.85,0.5258820518790168
DEVIL IS A LIE,46,27.0,13,49,10.130262692656206,83.95652173913044,2.1824,0.08582089552238806,0.73,0.6588963121343667,0.87,0.5254269446462726
We Still Don't Trust You,7,22.714285714285715,15,29,5.851332774513447,80.71428571428571,4.215333333333334,0.013059701492537313,0.7728571428571429,0.8029753769601164,0.85,0.5253684332183998
Renaissance,7,21.714285714285715,2,47,14.727686916307052,80.57142857142857,1.6358666666666666,0.013059701492537313,0.7828571428571428,0.5040929862041377,0.98,0.5249801941428018
Strangers,83,33.24096385542169,15,50,9.794959332633592,95.79518072289157,2.8827333333333334,0.15485074626865672,0.6675903614457831,0.6701865635451585,0.85,0.5248730440545698
PRC,45,28.31111111111111,12,45,9.356140963953768,94.4,3.0677666666666665,0.08395522388059702,0.7168888888888889,0.6849623466024308,0.88,0.5247916741295632
LOST FOREVER,3,22.0,16,27,5.5677643628300215,53.666666666666664,2.71785,0.005597014925373134,0.78,0.8125236220473379,0.84,0.5242113174286144
Road Rage,1,23.0,23,23,0.0,71.0,3.6289333333333333,0.0018656716417910447,0.77,1.0,0.77,0.5241529850746268
Thriller - 2003 Edit,1,23.0,23,23,0.0,56.0,5.190666666666667,0.0018656716417910447,0.77,1.0,0.77,0.5241529850746268
S91,1,23.0,23,23,0.0,50.0,2.8834166666666667,0.0018656716417910447,0.77,1.0,0.77,0.5241529850746268
PLUTOSKI,1,23.0,23,23,0.0,68.0,2.9837,0.0018656716417910447,0.77,1.0,0.77,0.5241529850746268
Money On The Dresser,1,23.0,23,23,0.0,70.0,2.216666666666667,0.0018656716417910447,0.77,1.0,0.77,0.5241529850746268
Water,52,31.423076923076923,11,50,8.289719959900616,94.36538461538461,3.337583333333334,0.09701492537313433,0.6857692307692307,0.7208706096293713,0.89,0.5240615156127649
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",28,24.071428571428573,12,47,10.687232158839405,87.71428571428571,4.2671,0.05223880597014925,0.7592857142857142,0.6401421746842719,0.88,0.5240477995579794
Blank Space (Taylor's Version),11,22.272727272727273,7,46,12.353873150481261,79.27272727272727,3.8638833333333333,0.020522388059701493,0.7772727272727272,0.5840234533988706,0.9299999999999999,0.5236306357062371
Dancing In The Flames,7,23.857142857142858,10,32,8.173709305420875,82.0,3.6672666666666665,0.013059701492537313,0.7614285714285715,0.7247768915566339,0.9,0.5235485846780515
née-nah,27,24.14814814814815,4,49,15.396562312871373,87.77777777777777,3.6764,0.05037313432835821,0.7585185185185185,0.48157078007654375,0.96,0.5232691565040611
As It Was,92,33.71739130434783,23,50,6.787716907195761,92.78260869565217,2.7883833333333334,0.17164179104477612,0.6628260869565217,0.7714456831498713,0.77,0.5232083256154414
Austin,64,32.234375,14,50,8.625805115401628,84.796875,2.8630333333333335,0.11940298507462686,0.6776562500000001,0.7095540337955191,0.86,0.5219261356556713
lacy,18,22.38888888888889,10,46,12.334260696454594,85.5,2.953533333333333,0.033582089552238806,0.7761111111111111,0.5846838390768689,0.9,0.5218610041398594
BLACKBIIRD,5,22.2,7,38,11.819475453673908,54.6,2.19915,0.009328358208955223,0.778,0.6020175598399635,0.9299999999999999,0.5217666813571307
MY EYES,27,26.14814814814815,6,46,12.58418942013443,86.51851851851852,4.187483333333334,0.05037313432835821,0.7385185185185186,0.5762683012041399,0.94,0.5217389086168208
Dance The Night - From Barbie The Album,43,28.372093023255815,14,50,8.775027488259626,95.53488372093024,2.9429833333333333,0.08022388059701492,0.7162790697674419,0.7045294551406314,0.86,0.5212289781416231
BAND4BAND (feat. Lil Baby),34,24.91176470588235,11,50,12.42521299630574,86.61764705882354,2.34555,0.06343283582089553,0.7508823529411764,0.5816213158392852,0.89,0.5211724476506538
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),7,22.285714285714285,9,43,11.190982764623277,73.42857142857143,4.4411,0.013059701492537313,0.7771428571428571,0.623180009475862,0.91,0.5208888964699743
Crocodile Tearz,6,22.5,4,43,13.780420893427022,77.33333333333333,3.8197666666666668,0.011194029850746268,0.775,0.535989092316808,0.96,0.5207668196794419
Used To Be Young,17,22.941176470588236,10,47,11.945033425211156,74.41176470588235,3.1864166666666667,0.03171641791044776,0.7705882352941177,0.5977898030253914,0.9,0.5205856089241371
You’re Losing Me (From The Vault),16,21.5,1,50,18.611824198610947,84.75,4.630516666666667,0.029850746268656716,0.785,0.37330728090049137,0.99,0.520528489284079
I Can See You (Taylor’s Version) (From The Vault),36,25.916666666666668,1,50,17.96723207874347,89.30555555555556,4.5531,0.06716417910447761,0.7408333333333333,0.39501182656990586,0.99,0.5203003120102244
Out Of The Woods (Taylor's Version),11,22.363636363636363,7,48,13.276089237970098,78.63636363636364,3.93,0.020522388059701493,0.7763636363636364,0.5529708224854095,0.9299999999999999,0.5202071907967092
JOLENE,9,21.444444444444443,3,46,16.241236953439778,62.22222222222222,3.160633333333333,0.016791044776119403,0.7855555555555556,0.45312910549358043,0.97,0.5201342206654442
Fear and Friday's,15,23.8,8,40,12.013088100662783,77.93333333333334,2.8571,0.027985074626865673,0.762,0.5954982829061868,0.92,0.5200446044100218
Karma (feat. Ice Spice),6,22.833333333333332,1,40,15.561705133649934,80.83333333333333,3.358216666666667,0.011194029850746268,0.7716666666666667,0.47601013205574394,0.99,0.519602256986669
PERRO NEGRO,36,25.583333333333332,11,49,12.586557455135564,91.16666666666667,2.7127833333333333,0.06716417910447761,0.7441666666666666,0.5761885653180737,0.89,0.5195846525517078
Flooded The Face,27,27.40740740740741,2,50,14.468159362117742,86.66666666666667,3.2121166666666663,0.05037313432835821,0.7259259259259259,0.5128317335123291,0.98,0.5189878444402324
No Complaints,1,24.0,24,24,0.0,65.0,3.4238666666666666,0.0018656716417910447,0.76,1.0,0.76,0.5186529850746269
SKINNY,14,24.071428571428573,9,41,11.391388688993816,85.92857142857143,3.6622166666666667,0.026119402985074626,0.7592857142857142,0.6164319909943208,0.91,0.5185349901442082
